SMILES,3CLPro_pocket1,ADRP-ADPR_pocket1,ADRP-ADPR_pocket5,ADRP_pocket1,ADRP_pocket12,ADRP_pocket13,COV_pocket1,COV_pocket2,COV_pocket8,COV_pocket10,NSP9_pocket2,NSP9_pocket7,NSP15_pocket1,ORF7A_pocket2,PLPro_chainA_pocket3,PLPro_chainA_pocket23,PLPro_pocket6,PLPro_pocket50
CCn1c(SCC(=O)Nc2ccc3c(c2)OCO3)nc2c1ccc(c2)S(=O)(=O)N,-5.24,-8.58,-8.56,-6.24,-6.41,-8.29,-2.36,-2.36,-7.77,-7.77,-7.16,-7.04,-7.67,-5.62,-6.2,-7.75,-8.22,-10.63
O=C(c1ccc(o1)c1ccc(cc1)C(=O)C)NCc1ccc2c(c1)OCO2,-6.28,-9.66,-9.98,-6.67,-6.92,-8.84,-3.56,-3.24,-7.87,-7.61,-8.09,-7.71,-8.4,-5.61,-6.55,-9.09,-8.08,-10.86
COCCOc1ccc(cc1)CN1C[C@H]([C@@H](C1)C(F)(F)F)C(=O)N,-5.82,-6.56,-6.31,-4.03,-4.27,-5.43,-1.31,-1.32,-5.0,-4.88,-4.15,-4.59,-7.11,-4.44,-4.0,-6.58,-5.51,-6.54
COC(=O)c1cnc(c(c1)[N+](=O)[O-])N1C[C@H](C)N[C@@H](C1)C,-6.89,-7.31,-7.34,-5.06,-5.07,-6.09,-3.03,-2.85,-5.2,-6.17,-6.36,-6.01,-6.4,-5.21,-5.96,-6.6,-6.75,-7.87
O=C(c1ccccc1)CC1COCCN1Cc1nncn1C,-5.47,-8.18,-8.38,-4.69,-4.77,-6.37,-2.58,-2.25,-5.63,-5.7,-6.71,-5.56,-6.99,-4.81,-4.58,-7.75,-7.46,-7.31
OCCCc1nc2c(n1Cc1ccc(cc1)Cl)cccc2,-4.29,-7.37,-8.09,-4.88,-5.21,-6.12,-2.2,-2.44,-5.96,-6.25,-6.54,-6.07,-6.81,-4.66,-4.85,-7.8,-7.54,-8.7
O=C(NC(c1ccc(cc1)C(C)(C)C)C(C)C)CCc1nc2c(n1C)ccc(c2)S(=O)(=O)N(C)C,-8.74,-9.63,-9.04,-5.86,-6.17,-8.49,-2.17,-2.4,-7.44,-8.16,-6.67,-7.15,-7.46,-5.19,-4.66,-8.49,-8.23,-10.28
CN(Cc1cccs1)CC(=O)Nc1noc(c1)C,-4.58,-6.84,-6.86,-4.51,-4.76,-5.57,-2.3,-2.55,-5.65,-5.21,-5.24,-4.68,-6.13,-4.72,-5.12,-7.4,-6.37,-7.71
O=C(c1cocc1)N1CCN(CC1)Cc1noc(n1)C1CC1,-5.08,-7.54,-7.33,-5.02,-5.14,-7.42,-2.56,-2.6,-6.17,-5.32,-5.77,-5.73,-7.06,-4.67,-5.1,-6.44,-7.02,-8.1
CN(C(=O)c1ccc(cc1)Nc1ccc2n(n1)nnn2)C,-5.55,-8.35,-8.34,-5.67,-5.78,-7.41,-3.14,-3.11,-6.99,-7.26,-7.35,-7.34,-7.65,-5.07,-5.85,-7.99,-7.58,-8.37
CC(Nc1ncnc(c1)N1CCOCC1)CN1CCCCCC1,-5.35,-7.78,-8.18,-5.31,-5.05,-6.32,-2.31,-2.41,-6.08,-6.18,-5.41,-5.94,-6.97,-5.43,-4.66,-8.11,-6.98,-8.16
COCCN1N=C(C)Cn2c1nc1c2c(=O)n(c(=O)n1C)CCC(C)C,-4.81,-7.17,-7.06,-4.93,-4.84,-6.44,-2.1,-2.1,-4.94,-5.65,-5.01,-5.06,-6.5,-4.34,-5.06,-6.77,-6.93,-6.96
COc1cc(ccc1OC)CC(=O)Nc1cccc(c1)S(=O)(=O)N1CCCCCC1,-5.79,-10.44,-10.84,-5.93,-6.28,-9.06,-2.94,-3.05,-8.36,-8.87,-7.72,-7.52,-8.81,-5.91,-6.95,-9.88,-8.55,-9.98
COc1ccccc1C1CCN(C1)C(=O)c1cnc2n1CCOC2,-7.47,-8.27,-8.18,-5.14,-5.14,-6.96,-2.93,-3.33,-6.31,-6.64,-6.83,-6.49,-7.05,-5.04,-5.69,-7.04,-7.87,-8.28
CCCCn1nc(ccc1=O)C(=O)Nc1ncc(s1)Cc1ccc(cc1)F,-7.75,-9.95,-9.88,-5.71,-5.6,-7.67,-2.06,-2.08,-7.12,-7.62,-7.87,-6.43,-7.05,-5.01,-5.53,-8.53,-7.8,-9.88
CCCCN(c1c(=O)[nH]c(=O)n(c1N)CCC)C(=O)CSc1nnc(o1)c1ccccc1,-4.15,-9.61,-9.21,-4.67,-4.08,-7.76,-1.03,-0.89,-6.38,-6.59,-7.01,-6.51,-7.17,-4.65,-4.33,-7.83,-7.49,-8.5
Clc1ccc(c(c1)NS(=O)(=O)c1ccc(cc1)Cl)N1CCOCC1,-5.48,-8.36,-8.18,-5.9,-5.9,-7.06,-2.69,-2.9,-6.73,-6.66,-6.95,-6.69,-7.24,-5.12,-5.8,-8.22,-7.73,-9.29
CCc1ccc(cc1)C(=O)C(Sc1nncn1c1ccccc1OC)C,-5.2,-9.12,-9.1,-5.34,-4.91,-8.05,-2.4,-2.45,-6.7,-6.81,-7.18,-6.93,-7.18,-5.29,-5.37,-8.4,-7.88,-9.07
CCOC(=O)C1CCCN(C1)CC(=O)Nc1n(c2ccc(cc2)F)c(c(c1C#N)C)C,-5.07,-7.94,-8.81,-5.52,-5.75,-7.46,-2.18,-2.23,-5.89,-5.94,-6.24,-6.65,-7.34,-5.53,-4.99,-10.59,-8.55,-8.45
O=C1NC(=O)C(N1)(C)c1ccc(cc1)NS(=O)(=O)c1ccc(c(c1)F)F,-8.91,-9.76,-9.86,-5.53,-5.47,-8.26,-2.9,-2.92,-7.51,-6.51,-7.38,-7.47,-7.89,-4.76,-5.63,-8.36,-8.47,-9.23
Cc1cccc(c1)OCCNc1ncnc2c1cnn2C,-4.58,-7.18,-7.28,-4.54,-4.7,-6.06,-2.48,-2.29,-6.21,-6.77,-6.61,-5.65,-6.11,-4.17,-5.54,-7.27,-7.06,-7.48
O=C1CCCN1c1ccc(cc1Cl)NC(=O)c1ccc(o1)c1ccc(cc1)C(=O)C,-5.86,-8.84,-8.69,-6.33,-6.37,-8.86,-3.39,-3.35,-7.79,-7.85,-8.26,-7.21,-9.47,-4.62,-6.14,-7.97,-8.1,-10.41
Clc1ccc(cc1)n1nnnc1SCC(=O)N1c2ccccc2NC(=O)C1(C)C,-6.01,-10.85,-10.65,-6.42,-6.48,-9.66,-3.67,-3.65,-8.24,-8.44,-8.27,-8.5,-8.32,-6.21,-6.75,-9.98,-9.15,-11.04
COc1ccc(cc1)C(=O)N[C@H](C(=O)NCC=C)C(C)C,-4.75,-7.19,-7.54,-4.52,-4.31,-6.15,-2.36,-2.35,-5.76,-5.39,-5.31,-5.81,-6.87,-4.7,-3.98,-6.68,-6.57,-7.27
FC(CN1C(=O)CSc2c1cc(cc2)NC(=O)[C@@H]1CCCO1)F,-4.6,-7.02,-7.14,-4.73,-4.9,-6.38,-2.52,-2.53,-6.34,-6.04,-7.4,-6.7,-6.49,-4.87,-4.83,-6.58,-6.98,-6.97
O=C(c1cccc2c1oc(=O)n2C)Nc1ncc(s1)C(C)(C)C,-5.02,-9.34,-9.35,-5.79,-5.81,-7.2,-2.84,-2.86,-6.49,-7.59,-8.29,-6.49,-8.05,-5.19,-5.41,-7.33,-7.43,-8.33
COc1ccc(cc1NC(=O)COc1ccc(cc1Cl)Cl)S(=O)(=O)N(C)C,-5.29,-8.77,-9.19,-5.79,-5.63,-7.41,-2.76,-2.83,-7.2,-6.68,-6.7,-6.79,-7.19,-5.4,-6.18,-8.01,-7.8,-9.71
OCC(COc1ccccc1OC)O,-2.68,-5.13,-5.42,-3.05,-3.24,-4.21,-1.28,-1.32,-4.16,-4.11,-5.18,-4.02,-5.46,-3.19,-3.49,-5.17,-5.43,-5.45
CCN(C(=O)N1CCC(CC1)C(=O)Nc1scnn1)CC,-4.59,-7.49,-7.3,-4.99,-5.17,-7.01,-2.99,-2.64,-7.68,-5.87,-6.62,-6.15,-7.31,-4.29,-5.57,-7.0,-6.96,-8.26
O=C(N1CCN(CC1)c1ncccn1)Cc1ccc(cc1)C(F)(F)F,-4.88,-7.51,-7.65,-4.87,-5.01,-6.0,-2.6,-2.43,-6.24,-6.11,-5.54,-5.54,-6.22,-4.76,-4.86,-7.25,-6.87,-7.33
C1CCC(CC1)OCc1onc(n1)C1COCC1,-7.02,-7.35,-7.37,-5.13,-5.14,-6.84,-2.72,-2.59,-6.56,-6.41,-6.84,-5.98,-6.72,-4.96,-6.43,-7.69,-6.84,-8.14
CCCCC(C(C(=O)NC1CC1)O)NC(=O)c1cc(cn1C)Cl,-4.3,-6.81,-6.27,-4.58,-4.29,-5.77,-1.88,-1.57,-5.53,-5.2,-6.16,-5.53,-5.86,-4.79,-4.04,-7.17,-6.21,-6.62
COc1cccc(c1)N1CCN(CC1)CCN1C(=O)CCC1=O,-4.41,-7.26,-7.18,-4.75,-4.58,-6.71,-2.06,-2.26,-6.07,-5.33,-5.41,-5.4,-6.62,-4.51,-4.39,-6.73,-7.27,-7.98
COc1cccc(c1)n1c(SC(C(=O)NC2CCS(=O)(=O)C2)C)nc2c(c1=O)cccc2,-9.97,-10.41,-9.81,-6.55,-6.58,-8.63,-3.27,-3.54,-7.74,-7.78,-7.95,-8.39,-8.94,-5.82,-5.36,-8.24,-10.19,-9.79
O=C(Nc1cccc(c1)C(=O)O)CCc1onc(n1)C1CCCC1,-5.44,-9.23,-9.51,-6.54,-6.33,-8.54,-3.07,-3.18,-6.83,-8.97,-8.46,-7.72,-7.83,-5.55,-6.01,-8.12,-8.23,-8.68
CCOc1cncc(n1)N1CCn2c(C1)nnc2c1ccccc1,-4.58,-8.86,-8.88,-5.4,-5.29,-7.22,-2.88,-2.76,-7.1,-6.45,-6.93,-6.92,-7.43,-5.17,-5.17,-7.35,-7.34,-7.9
OC1CCCCC1CN(C(=O)c1ccc(=O)n(n1)c1ccccc1)C,-5.23,-8.92,-8.97,-5.53,-5.15,-7.59,-2.59,-2.6,-7.27,-7.37,-7.05,-7.2,-7.77,-4.99,-5.06,-7.19,-7.78,-8.33
C1CCC(CC1)c1scc(n1)CN1CCOC(C1)Cn1cncn1,-5.62,-8.27,-8.26,-5.43,-5.44,-7.06,-2.88,-2.81,-6.23,-6.2,-6.38,-5.7,-7.42,-5.44,-5.04,-7.01,-6.99,-7.4
Brc1ccc(c(c1)C)S(=O)(=O)NCc1nccs1,-5.21,-7.9,-7.98,-5.04,-5.12,-6.58,-2.94,-2.75,-6.49,-6.34,-6.68,-6.24,-7.06,-4.48,-5.5,-7.9,-7.19,-8.86
CNS(=O)(=O)c1cn(c(c1)C(=O)Nc1nc2c(s1)CCCC2)C,-5.35,-9.51,-9.46,-5.4,-5.4,-7.76,-3.21,-3.24,-6.6,-7.6,-8.03,-7.01,-7.75,-5.6,-5.27,-7.42,-7.57,-8.88
N#Cc1ccccc1OCCN(C)C,-4.73,-5.19,-5.23,-3.88,-3.9,-4.58,-2.35,-2.42,-4.18,-4.0,-4.49,-3.76,-4.92,-3.68,-4.37,-5.73,-5.78,-6.02
N#CCCN(Cc1cc2ccccc2[nH]c1=O)CC,-6.68,-6.86,-7.11,-4.16,-4.53,-5.92,-2.38,-2.33,-5.95,-4.94,-5.13,-4.79,-6.13,-4.36,-4.33,-7.28,-7.06,-7.96
Clc1ccc(c(c1)N1CCCC1=O)C(=O)NCCCn1ccc2c1cccc2,-5.17,-8.88,-9.25,-5.58,-5.61,-8.01,-2.57,-2.49,-6.88,-7.54,-7.63,-7.35,-7.61,-5.25,-5.77,-8.39,-8.2,-9.56
Clc1ccc(nc1)NC(=O)C(NC1CCc2n(C1)c(C)nn2)C,-6.13,-9.24,-9.17,-5.71,-5.64,-6.86,-3.21,-3.04,-6.18,-5.97,-6.15,-5.91,-7.64,-5.34,-5.67,-7.95,-7.57,-8.95
O=C(Nc1cccc(c1)Cl)NCCCOC1CCCCC1,-5.18,-7.75,-7.98,-4.96,-5.22,-6.59,-1.93,-2.06,-6.77,-6.02,-7.33,-6.17,-6.72,-4.41,-5.2,-7.39,-7.46,-8.05
N#Cc1ccc(cc1)c1ccc(cc1)OCC(=O)Nc1cccc2c1nsn2,-8.34,-9.92,-9.88,-6.62,-6.77,-8.96,-2.99,-3.04,-8.21,-7.97,-7.94,-7.54,-7.66,-5.01,-6.87,-8.25,-9.62,-10.28
O=C(c1cn(c2c1cccc2)C)NCc1ccc2c(c1)OCO2,-4.9,-8.29,-8.27,-5.78,-5.84,-6.89,-2.98,-2.96,-6.53,-7.26,-7.12,-6.31,-7.05,-5.39,-5.76,-8.51,-8.22,-9.24
COc1cc(cc(c1)OC)NC(=O)c1ccccc1n1cnnn1,-8.54,-7.92,-8.3,-6.22,-6.21,-7.22,-3.03,-3.03,-6.22,-7.75,-7.84,-6.2,-7.34,-5.66,-5.65,-7.9,-8.02,-8.93
O=C(N1CCCC1Cc1ccccc1Cl)CCc1c(C)noc1C,-5.48,-8.93,-8.88,-5.87,-5.66,-7.22,-3.18,-2.97,-6.7,-7.33,-8.32,-8.04,-8.11,-4.75,-6.32,-7.87,-8.35,-8.62
Fc1ccc(c(c1)F)C(N1CCN(CC1)c1snc(n1)C)C,-5.0,-7.49,-7.47,-4.67,-4.86,-6.21,-2.46,-2.45,-6.16,-5.8,-5.99,-5.32,-6.41,-4.62,-4.49,-6.5,-6.89,-7.18
COc1cc(OC)ccc1C(=O)CSc1nnc(s1)N,-4.68,-7.85,-8.27,-4.82,-4.55,-6.69,-2.14,-2.64,-5.94,-6.22,-7.73,-6.23,-6.69,-4.59,-5.43,-7.43,-6.47,-8.5
CCc1cnn2c1nc(cc2NCc1cnc(nc1)N)c1c(F)cccc1F,-5.63,-8.55,-8.51,-5.78,-5.77,-7.42,-2.48,-2.82,-6.74,-7.63,-7.94,-6.66,-8.01,-4.83,-5.53,-9.08,-8.83,-8.82
CCOc1ccc(cc1)Oc1ccccc1NC(=O)CCc1nc2ccccc2c(=O)[nH]1,-5.72,-10.62,-9.63,-5.9,-5.2,-7.88,-2.32,-2.43,-7.48,-7.44,-7.56,-7.34,-8.9,-5.64,-5.64,-8.65,-8.08,-9.95
CCCCO[C@@H]1CCC[C@@H]2C1=C(N[C@@H]2[C@H](C=O)CC)C(=O)O,-3.12,-7.81,-7.82,-3.98,-3.91,-5.73,-1.76,-1.43,-5.53,-7.13,-6.78,-7.63,-5.75,-4.6,-3.98,-6.33,-6.86,-7.21
Cc1ccc(c(c1)NC(=O)c1snnc1C)C,-5.16,-7.24,-7.24,-5.19,-5.2,-6.25,-2.9,-2.89,-5.72,-6.24,-6.26,-6.0,-7.06,-4.78,-5.36,-7.27,-6.98,-8.04
NC(=O)CCc1nnc(n1CC1CCCO1)SCC(=O)N(C(c1ccccc1)C)C,-4.67,-9.7,-8.27,-4.47,-4.78,-7.29,-1.24,-1.43,-6.67,-7.2,-7.09,-5.95,-7.22,-3.9,-5.45,-6.5,-7.75,-8.08
O=C(Cn1[nH]c(=O)c2c(c1=O)cccc2)Nc1ccc(cc1C)F,-5.44,-8.06,-8.45,-5.89,-5.84,-7.23,-2.95,-3.02,-6.74,-6.52,-7.23,-6.52,-6.66,-4.75,-5.43,-9.15,-8.42,-9.3
O=C(Nc1cc(cc(c1C)F)C(=O)N)CCn1cnc2c(c1=O)c1CCCCc1s2,-9.11,-9.87,-9.84,-7.1,-6.09,-8.62,-3.21,-3.33,-7.91,-7.84,-8.33,-7.73,-8.8,-5.71,-6.35,-9.08,-9.37,-10.49
CC(C(c1cccs1)NC(=O)c1cn(nc1c1cccnc1)Cc1ccccc1)C,-5.89,-9.67,-9.74,-5.69,-5.73,-7.48,-2.5,-2.68,-6.92,-7.65,-8.47,-6.88,-7.71,-5.88,-5.69,-8.46,-8.02,-11.06
Cc1cc2c[nH]nc2c(c1)C(=O)N1CCCC1Cn1cccn1,-4.44,-7.53,-7.7,-5.04,-5.06,-7.1,-3.24,-3.13,-6.61,-6.98,-7.11,-6.48,-7.14,-4.52,-5.15,-7.22,-8.07,-8.57
O=C(Nc1ccc(c(c1)Cl)OC(F)F)CCc1ccc(cc1)S(=O)(=O)N1CCOCC1,-8.17,-9.81,-9.28,-5.7,-5.41,-8.21,-2.68,-2.88,-7.83,-7.58,-6.89,-6.97,-7.39,-4.4,-5.11,-7.13,-7.85,-9.9
Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,-4.86,-8.88,-8.91,-5.75,-5.22,-7.5,-2.97,-3.08,-6.49,-6.17,-6.52,-5.83,-7.07,-4.9,-5.29,-8.37,-7.58,-9.0
COc1ccc(cc1)CCNC(=O)c1cc(oc1C)C,-5.1,-7.69,-7.69,-4.98,-4.97,-6.83,-2.54,-2.48,-6.04,-5.82,-6.28,-6.21,-6.43,-5.35,-5.07,-7.44,-6.82,-7.94
NCCNS(=O)(=O)Cc1ccccc1,-5.09,-6.29,-6.47,-3.89,-3.65,-4.7,-2.83,-2.78,-4.77,-5.76,-4.57,-3.83,-6.62,-5.13,-4.38,-7.22,-5.85,-7.37
O=C(Cc1csc(n1)NS(=O)(=O)C)NC1CCCCCC1,-5.52,-9.19,-8.91,-6.04,-6.04,-7.31,-2.49,-2.55,-7.39,-7.38,-6.83,-6.39,-7.65,-5.28,-5.01,-7.19,-7.51,-8.56
COCCN(c1c(=O)[nH]c(=O)n(c1N)CCC)C(=O)c1ccc(cc1)C,-3.62,-6.91,-7.03,-4.88,-4.91,-6.06,-1.4,-1.89,-5.41,-6.26,-5.68,-5.58,-5.88,-3.66,-4.15,-6.5,-6.73,-8.46
COC(=O)C1CCCN(C1)C(=O)Nc1ccc(cn1)SC,-5.13,-7.4,-7.42,-4.76,-4.51,-5.87,-2.87,-2.77,-5.98,-5.74,-5.91,-6.09,-6.39,-4.48,-4.48,-6.33,-6.61,-7.38
COCCOc1ccc(cn1)NS(=O)(=O)c1ccccc1Cl,-3.9,-8.2,-8.29,-5.26,-4.91,-6.29,-2.3,-2.15,-6.79,-5.43,-6.17,-6.07,-6.76,-4.37,-4.31,-7.18,-6.85,-7.91
OCC(NC(=O)Nc1cccc(c1)c1ccccc1OC)(C)C,-6.09,-8.21,-8.19,-5.76,-5.63,-7.44,-2.59,-2.59,-6.62,-6.46,-7.9,-5.99,-7.72,-4.7,-5.13,-7.65,-8.22,-8.43
O=C(C(N1CCSc2c1cccc2)C)Nc1ccc(cc1)S(=O)(=O)N1CCOCC1,-5.76,-10.39,-10.47,-6.17,-6.03,-8.4,-3.08,-3.07,-7.92,-7.76,-7.69,-7.54,-8.19,-5.48,-7.09,-9.25,-8.27,-9.12
O=C1COc2c(N1)cc(cc2)NC(=O)c1ccn(n1)c1ccccc1,-5.57,-8.51,-8.54,-5.73,-5.63,-7.67,-2.83,-2.84,-7.26,-7.67,-8.24,-7.0,-7.82,-4.82,-5.62,-8.28,-7.89,-9.13
O=C(NC(c1cccc(c1)Cl)C)CN1CCC(=CC1)c1ccccc1,-5.78,-8.66,-8.87,-6.04,-5.84,-7.84,-2.73,-2.94,-6.6,-6.68,-6.31,-6.67,-8.1,-5.27,-5.53,-8.47,-7.92,-9.03
CCCN(CC(=O)Nc1ccc(cc1Cl)Cl)CC(=O)NC(=O)Nc1ccc2c(c1)OCO2,-5.21,-9.97,-9.92,-5.67,-5.94,-7.11,-1.82,-2.34,-7.35,-7.56,-6.52,-6.31,-7.42,-4.45,-5.27,-7.96,-7.76,-9.02
S=C(Nc1ccc(cc1)S(=O)(=O)N)OCCc1cscc1,-4.64,-7.9,-8.11,-4.7,-4.79,-6.79,-1.95,-1.92,-6.44,-6.67,-6.42,-6.11,-6.57,-4.12,-5.69,-7.07,-6.66,-8.21
O=C(c1n[nH]c(=O)c2c1cccc2)Nc1n[nH]c2c1cccc2,-5.88,-8.61,-8.63,-5.6,-5.7,-8.11,-3.03,-3.03,-7.35,-7.48,-7.64,-7.41,-7.87,-5.97,-5.55,-8.57,-8.49,-9.21
O=C(Cn1cnc2c(c1=O)cccc2)Nc1ccc2c(c1)OC1(O2)CCCCC1,-9.26,-10.28,-10.5,-7.21,-7.14,-8.7,-3.66,-4.01,-8.27,-8.34,-8.4,-7.87,-8.68,-6.53,-7.62,-8.99,-8.25,-9.84
CCOC(=O)CO/N=C(\C1(CC1)c1ccc2c(c1)nc(n2C)CNc1ccc(cc1)C(=N)N)/c1ccccn1,-5.78,-10.07,-11.12,-5.67,-5.77,-7.15,-1.68,-2.05,-6.85,-7.61,-7.1,-7.35,-8.64,-4.58,-5.19,-8.62,-6.81,-9.42
O=C(Nc1ccccc1F)Nc1ccc(c(c1)Cl)OC(C)C,-5.03,-8.04,-7.9,-5.04,-4.92,-6.89,-2.62,-2.6,-6.27,-6.53,-6.37,-6.55,-7.01,-4.83,-4.89,-7.51,-7.18,-9.07
CC([C@@H](C(=O)NC(C)(C)C)Nc1ccc(cc1Cl)C(F)(F)F)C,-4.73,-7.34,-6.96,-4.58,-4.69,-5.75,-2.06,-2.08,-5.54,-5.67,-5.63,-5.59,-6.09,-3.79,-3.72,-7.06,-6.91,-7.77
