SMILES,3CLPro_pocket1,ADRP-ADPR_pocket1,ADRP-ADPR_pocket5,ADRP_pocket1,ADRP_pocket12,ADRP_pocket13,COV_pocket1,COV_pocket2,COV_pocket8,COV_pocket10,NSP9_pocket2,NSP9_pocket7,NSP15_pocket1,ORF7A_pocket2,PLPro_chainA_pocket3,PLPro_chainA_pocket23,PLPro_pocket6,PLPro_pocket50
O=C(c1ccc(s1)NC(=O)C1CC1)Nc1ccc(cc1)n1cnnn1,-5.32,-8.84,-9.18,-5.79,-5.84,-8.22,-2.26,-2.01,-8.37,-8.12,-7.49,-6.38,-7.54,-4.81,-5.3,-7.13,-7.28,-10.35
COc1ccc2c(c1)ccc(c2)C(C(=O)N(Cc1ccc(cc1)SC)C)C,-4.5,-9.47,-9.26,-5.26,-5.78,-7.9,-2.79,-2.74,-7.86,-7.45,-7.04,-7.2,-7.28,-5.25,-5.64,-7.54,-7.57,-8.88
O=C(Cn1cnc2c(c1=O)cccc2)Nc1c(C)cccc1C,-5.11,-8.29,-8.33,-5.53,-5.58,-7.77,-2.87,-2.74,-6.65,-6.32,-6.97,-6.25,-7.04,-4.75,-5.26,-8.69,-8.12,-9.49
Clc1ccc2c(c1)c(Cl)c([nH]2)C(=O)NCCC(=O)N1CCOCC1,-5.7,-8.99,-9.07,-5.81,-6.12,-7.59,-2.75,-2.78,-7.0,-7.13,-7.58,-7.03,-7.27,-4.66,-5.9,-8.11,-7.77,-8.51
O=C(C1CCCN(C1)c1cnccn1)NCc1ccccc1COc1ccccc1,-5.37,-8.76,-9.83,-5.95,-5.44,-7.33,-2.3,-1.87,-7.09,-6.91,-6.69,-6.77,-7.1,-5.54,-5.31,-9.41,-7.98,-9.42
COCCOCCCC(=O)Nc1snc(c1)c1ccccc1,-3.78,-7.96,-8.15,-4.05,-4.24,-5.98,-1.59,-1.41,-5.8,-5.75,-7.24,-5.37,-6.55,-4.37,-4.4,-7.3,-5.94,-8.28
Clc1ccc2c(c1)nc(s2)CNC(=O)c1ccc([nH]c1=O)C,-5.13,-8.88,-8.88,-5.69,-5.73,-7.37,-3.27,-3.04,-6.72,-7.16,-7.62,-6.53,-7.37,-5.09,-5.77,-8.15,-7.84,-9.33
CCn1ncc(c1)O[C@@H]1COC[C@@H]1NC(=O)c1c(C)oc2c1cccc2,-8.53,-9.39,-9.32,-6.07,-5.79,-7.3,-3.16,-3.18,-6.55,-7.31,-8.04,-6.61,-7.88,-5.89,-5.98,-9.42,-8.83,-9.82
CCC(c1ccc(cc1)Cl)NC(=O)NCC1CCN(C1)CC(F)(F)F,-5.67,-6.86,-7.49,-4.53,-4.53,-5.98,-2.07,-2.2,-5.89,-5.13,-5.03,-4.81,-5.88,-3.81,-4.61,-7.09,-6.7,-6.87
CCc1ccc(cc1)c1ccc(o1)C(=O)N(c1ncccc1OC)C,-4.69,-8.39,-8.55,-5.48,-5.26,-6.77,-2.82,-2.64,-6.42,-7.95,-6.94,-6.58,-7.17,-4.95,-5.15,-7.32,-7.1,-8.41
