SMILES,3CLPro_pocket1,ADRP-ADPR_pocket1,ADRP-ADPR_pocket5,ADRP_pocket1,ADRP_pocket12,ADRP_pocket13,COV_pocket1,COV_pocket2,COV_pocket8,COV_pocket10,NSP9_pocket2,NSP9_pocket7,NSP15_pocket1,ORF7A_pocket2,PLPro_chainA_pocket3,PLPro_chainA_pocket23,PLPro_pocket6,PLPro_pocket50
N#Cc1ccc(nc1)NCCNS(=O)(=O)c1ccccc1,-5.01,-8.31,-8.55,-4.87,-5.09,-6.75,-2.14,-2.33,-6.02,-6.23,-6.32,-6.08,-7.36,-4.12,-6.61,-7.42,-6.84,-8.14
COCCOc1ccc(cc1C)S(=O)(=O)Nc1cc(C(=O)OC)c(cc1F)F,-3.96,-8.1,-8.84,-5.07,-5.1,-7.01,-1.55,-1.67,-6.07,-6.24,-5.9,-6.67,-7.82,-4.11,-4.59,-6.89,-7.36,-7.63
C=CCN(CCCCCCOc1ccc2c(c1)n(C)nc2c1ccc(cc1)Br)C,-4.3,-9.26,-9.24,-4.45,-4.37,-6.76,-1.81,-1.89,-6.15,-6.32,-6.35,-6.5,-8.02,-3.85,-4.77,-8.57,-7.65,-8.78
O=C(C(Sc1nc(c([nH]1)C)Cc1ccccc1)C)Nc1cccc(c1)[N+](=O)[O-],-4.85,-10.69,-10.27,-6.88,-6.7,-8.01,-3.72,-3.66,-8.5,-8.83,-8.29,-7.73,-7.71,-5.86,-5.89,-7.96,-8.27,-8.91
CC1OC(C)CN(C1)S(=O)(=O)N(C1CC1)CC1COCC1,-5.22,-7.88,-7.41,-4.69,-4.43,-6.35,-2.61,-2.55,-6.19,-6.1,-6.28,-5.91,-6.35,-4.25,-4.36,-6.58,-6.91,-7.38
COc1cc2cc([nH]c2c(c1)OC)C(=O)NCc1cccnc1OC,-4.93,-8.71,-8.88,-5.29,-5.45,-6.92,-2.41,-2.46,-6.35,-6.69,-6.43,-6.02,-6.76,-5.02,-5.25,-7.77,-7.05,-9.09
CCc1ccc(o1)/C=C/1\SC(=NC1=O)N[C@@H](c1ccc(cc1)F)C(=O)O,-4.6,-8.7,-8.8,-6.24,-6.26,-7.66,-2.53,-2.61,-6.04,-7.78,-7.86,-8.77,-6.91,-4.87,-4.9,-7.9,-6.94,-8.11
COc1ccccc1C(N1CCCC1)CNC(=O)c1ccc2c(c1)nc1n(c2=O)CCCCC1,-9.89,-11.76,-11.78,-6.99,-6.98,-9.36,-3.42,-3.39,-7.87,-8.34,-7.79,-7.52,-8.97,-6.85,-6.45,-9.2,-9.72,-10.58
NC(=O)COc1cccc(c1)CN1CCCC1Cn1nc(nc1C)C,-5.05,-7.72,-7.82,-5.1,-4.97,-6.31,-1.75,-1.68,-5.52,-5.73,-5.22,-5.45,-6.72,-4.52,-4.4,-7.31,-6.71,-8.01
Brc1cc(C(=O)O)c(c(c1)S(=O)(=O)N1CCCC1)C,-7.74,-7.61,-8.31,-5.15,-5.22,-7.26,-3.53,-3.54,-6.53,-7.33,-7.5,-8.07,-6.7,-5.11,-6.24,-7.72,-7.63,-7.75
CCN1CCN(CC1)c1nc2c(s1)cccc2,-3.7,-6.06,-6.08,-4.24,-4.26,-5.33,-2.57,-2.55,-5.31,-5.22,-4.91,-4.72,-6.21,-4.1,-4.3,-6.21,-6.36,-7.07
O=C(Cn1c(=O)c2n(C)cnc2n(c1=O)C)NCCCSc1ccccc1,-4.32,-8.16,-8.34,-4.98,-4.34,-6.94,-1.8,-1.38,-6.39,-6.12,-6.74,-6.45,-7.38,-5.5,-5.15,-7.7,-6.91,-8.63
COCCNC(=O)C(S(=O)(=O)c1c(Cl)cccc1Cl)C,-4.19,-7.33,-7.18,-4.75,-4.33,-6.19,-2.3,-2.25,-5.18,-5.82,-6.36,-5.8,-6.21,-4.44,-3.75,-6.09,-6.96,-7.9
O=C(Nc1ccc(c(c1)F)C)CSc1[nH]c2c(n1)cc(cc2)C,-8.19,-8.53,-8.54,-5.23,-5.24,-7.26,-2.93,-2.9,-7.05,-6.05,-6.96,-6.1,-7.42,-4.08,-5.4,-7.25,-7.28,-8.54
O=C(c1ccc2c(c1)nn[nH]2)NCc1nc2c([nH]1)cccc2,-5.87,-8.98,-9.02,-6.73,-6.77,-7.37,-3.51,-3.5,-7.34,-7.8,-7.81,-6.35,-7.47,-5.21,-6.56,-9.34,-7.98,-9.7
Cc1ccc(cc1)c1csc2c1c(=O)n(cn2)Cc1noc(c1)C,-5.61,-8.67,-8.7,-6.58,-6.55,-7.62,-3.36,-3.41,-6.98,-7.56,-8.17,-6.99,-7.63,-5.65,-6.02,-7.79,-7.9,-8.87
O=C(NCc1cccs1)CCOc1cccc(c1Cl)Cl,-4.21,-7.34,-7.5,-4.61,-4.6,-6.47,-1.88,-2.15,-5.88,-6.17,-6.39,-5.63,-6.57,-5.37,-5.04,-7.27,-6.86,-7.95
CC(=CC1C(C1(C)C)C(=O)NCc1ccccc1n1ccnc1C)C,-5.5,-8.75,-8.23,-4.96,-5.2,-7.03,-2.35,-2.63,-6.34,-6.82,-7.77,-6.84,-7.17,-5.79,-5.2,-7.65,-7.91,-8.77
Fc1ccc(cc1)OCCOn1nnc2c1cc(cc2)S(=O)(=O)C,-4.84,-9.56,-9.41,-5.08,-5.14,-7.33,-2.56,-2.56,-6.66,-6.7,-8.37,-6.42,-7.23,-5.59,-5.57,-7.85,-8.1,-9.31
COc1ccccc1N1CCN(CC1)C(=O)NCc1nncn1CC,-4.84,-8.37,-8.37,-5.02,-5.09,-6.74,-2.71,-2.76,-6.62,-5.96,-6.16,-6.64,-7.15,-4.73,-5.37,-6.63,-7.24,-7.94
CCCOc1ccccc1NC(=O)N1CCS(=O)CCC1C,-4.96,-8.07,-7.97,-5.21,-5.16,-6.19,-2.56,-2.51,-6.23,-6.64,-6.98,-6.81,-6.5,-4.76,-4.86,-6.95,-7.19,-7.43
O=C(C1c2ccccc2Oc2c1cccc2)N(C1CCS(=O)(=O)C1)Cc1ccco1,-6.04,-9.53,-8.64,-6.31,-6.19,-7.7,-3.14,-3.97,-7.37,-7.19,-7.57,-7.56,-8.42,-5.43,-5.98,-8.19,-8.2,-9.0
O=C(N1CCN(CC1)CC(=O)N)NCCC1CCCC1,-5.87,-7.14,-7.1,-4.68,-4.58,-5.56,-2.74,-2.52,-6.29,-5.74,-5.98,-4.75,-6.39,-5.1,-4.28,-6.41,-6.88,-7.58
CCOc1ccccc1NC(=O)c1ccc(c(c1)[N+](=O)[O-])NC1CC1,-4.39,-8.64,-8.37,-5.72,-5.88,-6.83,-2.83,-2.57,-6.09,-7.9,-7.29,-8.2,-6.47,-4.85,-4.65,-7.63,-6.75,-7.93
O=C(N1CCN(CC1)CCNC(=O)c1ccco1)Cn1ncc2c(c1=O)cccc2,-6.48,-9.06,-9.21,-5.7,-5.44,-7.96,-2.31,-2.61,-6.77,-6.27,-7.08,-6.63,-8.06,-5.5,-5.44,-8.69,-7.9,-8.84
Cc1ccc(cc1)CSCCNC(=O)C1CCCN(C1)S(=O)(=O)c1c(C)noc1C,-5.55,-10.31,-10.23,-5.89,-5.05,-7.78,-2.01,-2.72,-7.55,-7.4,-7.13,-7.52,-8.28,-5.26,-5.71,-8.22,-7.99,-9.12
O=C(c1ccc(cc1)C(C)C)NCCCn1cncc1,-6.82,-7.91,-7.87,-4.61,-4.78,-6.11,-1.99,-2.16,-6.36,-6.11,-6.57,-5.53,-6.22,-4.51,-4.92,-7.56,-6.35,-7.54
Cc1cccc(c1)c1[nH]ncc1CN1CC(C1)C1COCC1,-8.19,-8.21,-8.24,-5.29,-5.25,-7.22,-2.78,-2.75,-6.59,-5.53,-5.99,-5.97,-7.24,-5.28,-5.25,-8.5,-8.02,-9.09
CCc1sc(cc1C)C(=O)NCC(=O)N(Cc1ccc(s1)Cl)C,-5.46,-8.79,-8.39,-5.23,-4.98,-7.15,-2.66,-2.77,-6.73,-6.49,-7.35,-6.47,-6.56,-4.66,-5.17,-7.28,-6.83,-8.04
O=C(NCc1ccccc1)CCCc1nc2c(s1)cccc2,-4.7,-8.45,-8.75,-5.24,-5.02,-6.99,-2.34,-2.09,-6.13,-6.6,-7.37,-6.34,-7.68,-5.04,-5.54,-8.44,-8.03,-8.76
COc1cccc(c1)C(=O)N1CCN(CC1)C(=O)Cc1ccccc1,-5.05,-8.95,-8.96,-5.9,-6.02,-7.5,-3.05,-2.74,-6.99,-7.12,-7.31,-6.87,-8.16,-5.3,-5.66,-6.92,-8.09,-8.59
O=C(N1CCC(CC1)Cc1ccccc1)NC1CCN(CC1)S(=O)(=O)C,-5.46,-9.5,-9.25,-6.03,-5.62,-8.07,-3.23,-3.36,-7.32,-7.29,-8.17,-7.44,-7.5,-5.65,-5.47,-8.69,-8.46,-9.92
