SMILES,3CLPro_pocket1,ADRP-ADPR_pocket1,ADRP-ADPR_pocket5,ADRP_pocket1,ADRP_pocket12,ADRP_pocket13,COV_pocket1,COV_pocket2,COV_pocket8,COV_pocket10,NSP9_pocket2,NSP9_pocket7,NSP15_pocket1,ORF7A_pocket2,PLPro_chainA_pocket3,PLPro_chainA_pocket23,PLPro_pocket6,PLPro_pocket50
O=C(Cc1c(C)nc2n(c1C)nc(n2)C(F)(F)F)Nc1[nH]nc(c1)CC1CCCCC1,-6.19,-9.74,-10.0,-5.84,-6.21,-7.89,-2.49,-2.7,-7.15,-7.08,-7.29,-6.29,-8.16,-5.84,-5.99,-8.12,-8.17,-10.11
NC(=O)C(c1ccccc1)SCc1ccc(cc1)Cl,-7.36,-7.36,-7.37,-4.51,-4.45,-6.53,-2.45,-2.45,-6.38,-5.81,-6.66,-6.52,-7.02,-4.76,-5.27,-7.63,-7.49,-8.15
CC(NC(=O)NC(=O)C(Sc1n[nH]c(n1)C(C)(C)C)C)C,-4.41,-7.58,-7.53,-4.99,-5.18,-6.77,-2.47,-2.41,-6.3,-6.26,-6.39,-5.88,-6.18,-4.26,-5.12,-6.72,-6.95,-7.43
CCCn1cc(ccc1=O)NS(=O)(=O)c1c(C)cc(cc1C)C,-7.79,-7.89,-8.4,-5.05,-5.06,-7.31,-2.74,-2.76,-6.24,-6.17,-7.05,-6.61,-6.84,-4.66,-5.6,-7.9,-7.71,-8.86
O=C(Nc1ccc(cc1)C(=O)NCc1cc(Cl)c2c(c1)OCCCO2)CSc1nnnn1C,-6.66,-10.67,-12.12,-6.42,-7.22,-9.86,-3.23,-3.38,-9.26,-9.25,-8.22,-8.06,-9.06,-5.53,-6.37,-10.38,-8.13,-12.26
Cc1csc(n1)NS(=O)(=O)c1ccccc1C(F)(F)F,-4.6,-6.85,-6.81,-5.14,-5.15,-5.63,-2.82,-2.96,-5.67,-5.24,-6.09,-5.87,-6.19,-4.56,-4.65,-7.08,-6.48,-7.58
O=Cc1ccccc1O[P@](=O)(OCC1CCCCC1)O,-4.78,-7.76,-7.93,-5.26,-5.22,-6.23,-2.04,-2.16,-5.88,-6.57,-7.01,-6.47,-6.31,-5.08,-4.77,-6.84,-6.71,-7.58
COc1ccc(cn1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Cl,-4.63,-9.38,-9.37,-5.9,-5.82,-8.4,-2.48,-2.69,-7.82,-7.79,-6.63,-7.19,-6.61,-5.05,-5.76,-7.06,-8.19,-9.48
COc1ccc(cc1)C(=O)C1CCN(CC1)C(=O)CCCc1nc2c(s1)cccc2,-8.24,-10.06,-11.16,-5.48,-5.82,-8.92,-2.75,-3.04,-8.84,-7.47,-7.55,-7.17,-7.65,-5.74,-5.35,-7.74,-8.4,-9.36
O=C(c1ccccc1S(=O)(=O)C)N(c1ccc2c(c1)OCCO2)Cc1cccs1,-6.62,-9.12,-9.29,-6.86,-6.41,-7.38,-3.74,-3.64,-7.08,-7.0,-7.08,-7.3,-8.4,-6.01,-5.19,-7.14,-8.78,-8.71
O=C(c1ccnn1C)NC1(CCCCCC1)C(=O)O,-3.88,-6.6,-6.77,-4.74,-4.77,-6.39,-2.63,-2.66,-5.35,-6.61,-7.25,-7.44,-6.12,-5.09,-4.86,-7.14,-6.31,-6.85
CC(=O)NCC1CCN(CC1)Cc1cc(ccc1OC(C)C)[N+](=O)[O-],-4.75,-7.94,-7.86,-5.34,-5.29,-7.18,-2.71,-2.62,-6.21,-7.59,-6.26,-7.36,-7.12,-5.32,-5.36,-8.15,-7.5,-8.97
COc1ccc(cc1NC(=O)c1cccc2c1cccn2)C,-5.83,-8.56,-8.48,-5.45,-5.57,-7.43,-3.21,-3.2,-6.28,-7.61,-8.53,-7.17,-7.72,-6.21,-6.25,-8.56,-9.33,-9.58
N#Cc1cnc(cc1N1CCCC(C1)(O)CC(=O)N(C)C)C,-7.03,-7.83,-7.64,-5.51,-5.51,-6.69,-2.42,-2.38,-6.09,-5.92,-6.51,-6.21,-6.9,-4.8,-5.3,-8.16,-8.01,-8.52
O=C(C(C)(C)C)Nc1cccc(c1)C(=O)Nc1ccc(cc1)[N+](=O)[O-],-4.79,-9.17,-9.12,-6.6,-6.62,-7.97,-3.65,-3.75,-6.68,-8.92,-8.09,-8.19,-7.58,-4.89,-6.11,-7.89,-8.25,-10.09
O=C1Nc2c(C1)cc(cc2)S(=O)(=O)Nc1cc(ccc1n1cccc1)C(F)(F)F,-4.37,-7.62,-7.92,-5.18,-5.18,-7.53,-2.31,-2.47,-6.95,-6.68,-7.4,-6.99,-7.67,-4.81,-4.64,-9.22,-8.03,-10.41
CCc1nnc2n1CCN(C2)CCCOc1ccc2c(c1)OCO2,-4.41,-8.25,-8.06,-4.86,-4.94,-6.55,-2.28,-2.46,-6.35,-5.67,-5.64,-6.43,-7.23,-5.23,-5.16,-7.05,-7.01,-8.14
N#Cc1c(NC(=O)CN2CCN(CC2)S(=O)(=O)c2ccc3c(c2)OCCO3)sc2c1CCC(C2)C,-10.03,-11.97,-11.87,-6.7,-6.61,-9.62,-3.32,-3.69,-8.41,-7.14,-6.75,-8.32,-8.92,-6.62,-6.35,-9.05,-8.2,-11.45
CC(CNC(=O)CN1C(=O)N(C(C1=O)C)c1ccccc1)C,-4.22,-7.69,-7.94,-4.43,-4.6,-6.26,-2.24,-2.55,-6.56,-6.56,-6.36,-5.88,-6.73,-4.42,-4.14,-6.7,-7.27,-8.41
OC(=O)[C@H](Cn1cc(I)c(=O)[nH]c1=O)N,-4.22,-6.07,-6.19,-4.76,-4.76,-5.53,-2.85,-2.75,-4.9,-6.29,-5.41,-6.12,-6.55,-4.98,-4.01,-6.89,-5.71,-6.8
CN(C(c1nc2c(s1)cccc2)C)C(=O)CSc1nncn1c1ccccc1,-5.49,-10.14,-9.61,-6.4,-6.26,-8.28,-2.79,-2.63,-7.09,-7.24,-7.99,-7.31,-7.21,-4.7,-5.83,-8.95,-8.02,-9.64
O=C(Nc1ccc(cc1F)F)NC(C(=O)NC1CCCC1)C,-5.07,-7.75,-7.88,-5.13,-5.33,-6.44,-2.5,-2.57,-6.13,-6.05,-6.79,-5.95,-7.07,-4.95,-4.73,-8.05,-6.86,-8.55
COc1cccc(c1)N1CCN(CC1)CCn1c(C)csc1=O,-5.17,-7.53,-7.72,-4.71,-4.73,-6.45,-2.19,-2.29,-6.11,-5.51,-5.64,-5.49,-6.82,-4.45,-5.1,-6.94,-7.32,-7.71
Clc1ccc(cc1)c1ccc(o1)CNC(=O)c1[nH]c(c(c1C)C(=O)C)C,-8.77,-8.82,-8.94,-5.98,-6.06,-8.04,-3.44,-3.15,-7.29,-7.52,-7.37,-7.3,-7.98,-5.33,-6.17,-8.11,-8.18,-9.49
O=C(Nc1ccc(cc1)CN1CCCC1)CSc1nnc(s1)Nc1cccc(c1)F,-5.87,-9.18,-9.19,-5.69,-5.55,-8.34,-2.41,-2.2,-6.75,-6.67,-7.01,-6.26,-7.88,-5.87,-4.68,-8.19,-8.66,-10.84
O=C(c1[nH]cc(c1)S(=O)(=O)N1CCCC1)Nc1nnc(s1)C,-5.47,-9.03,-8.91,-5.84,-5.83,-7.84,-3.07,-2.93,-7.55,-7.2,-7.3,-7.39,-8.43,-5.29,-5.1,-8.53,-7.66,-9.4
COc1ccccc1n1c(SCC(=O)NCc2cccs2)nc2c1ccc(c2)[N+](=O)[O-],-4.72,-9.27,-9.62,-5.88,-5.74,-7.13,-3.24,-2.56,-7.24,-8.97,-7.9,-8.25,-8.19,-6.37,-5.18,-8.45,-8.42,-9.57
O=C(Nc1ccc(nc1)N1CCCCC1)CCn1c(C)csc1=O,-5.35,-8.87,-8.92,-5.13,-5.52,-6.96,-2.55,-2.02,-6.89,-6.59,-6.68,-6.76,-6.76,-4.33,-4.9,-7.46,-6.58,-8.37
CCOC(=O)c1ccn(n1)c1ccc(cc1)NS(=O)(=O)c1cccc(c1)C(=O)OC,-7.51,-9.98,-9.71,-5.61,-5.75,-8.83,-2.22,-2.25,-7.11,-7.33,-6.97,-6.93,-7.92,-5.0,-4.96,-8.32,-8.06,-8.88
O=C(Nc1ccc(cc1)Cn1cncn1)COc1ccc(cc1Cl)Br,-5.18,-9.47,-8.8,-5.44,-5.54,-7.35,-2.42,-2.55,-7.14,-6.69,-7.61,-6.64,-7.05,-4.67,-5.65,-8.01,-7.97,-8.93
Cc1ccc(cc1)C(C1CC1)NS(=O)(=O)c1ccc(cc1)C,-8.14,-9.15,-9.14,-5.62,-5.12,-7.28,-2.94,-3.0,-6.92,-7.05,-6.85,-6.99,-7.29,-4.94,-6.72,-8.03,-7.62,-7.85
O=C(N1CCC(CC1)N1CCNC1=O)NCC12CC3CC(C2)CC(C1)C3,-5.69,-9.93,-9.93,-6.17,-6.15,-8.09,-3.19,-3.18,-7.68,-7.82,-7.36,-7.39,-8.35,-5.62,-5.17,-7.77,-7.65,-9.83
CC1NCCN(C1)C(=O)c1nnn(c1C(F)(F)F)c1cccc(c1)F,-5.45,-7.23,-7.19,-5.27,-5.25,-6.23,-2.55,-2.56,-6.08,-6.54,-5.27,-5.47,-6.65,-4.89,-5.44,-7.15,-7.14,-7.92
COc1ccc(c(c1)c1csc(n1)NC(=O)c1c(C)nc(nc1SC)C(C)C)OC,-4.84,-8.67,-8.84,-5.83,-5.81,-7.3,-2.27,-2.31,-6.75,-8.27,-7.19,-6.72,-7.38,-4.67,-6.47,-7.29,-7.28,-9.34
NC(=O)N1CCCCCC1C=Cc1cccs1,-5.69,-6.95,-6.94,-5.06,-5.12,-6.13,-3.01,-3.0,-5.74,-6.8,-6.4,-6.74,-6.83,-5.11,-5.42,-6.85,-7.04,-7.66
O=C(Nc1ccc(cc1)c1coc(n1)C)CCc1cccs1,-5.4,-8.11,-7.96,-4.9,-4.93,-7.2,-2.44,-2.32,-6.88,-6.43,-7.04,-6.26,-7.23,-5.08,-4.82,-8.66,-7.14,-9.14
COCCN(c1c(=O)[nH]c(=O)n(c1N)CCCC)C(=O)c1cccc(c1)S(=O)(=O)N(c1ccc(cc1)C)C,-7.15,-10.3,-8.86,-5.23,-5.23,-7.49,-1.44,-1.39,-6.17,-7.01,-5.89,-7.47,-7.82,-4.38,-4.77,-7.81,-7.29,-7.88
CCSC1CCC(C1)NC(=O)NC1CCCC(C1)S(=O)CC,-8.38,-9.0,-8.66,-5.94,-5.83,-7.08,-3.0,-3.13,-7.1,-7.08,-7.07,-6.64,-7.31,-5.19,-5.48,-8.09,-7.62,-8.74
F[C@@H]1CN([C@@H](C1)CNCc1cccc2c1cc[nH]2)Cc1ccnn1C,-7.13,-6.82,-7.2,-5.04,-4.57,-5.83,-2.65,-2.51,-5.05,-4.79,-4.4,-4.5,-7.44,-5.81,-4.28,-7.27,-7.34,-8.26
