SMILES,3CLPro_pocket1,ADRP-ADPR_pocket1,ADRP-ADPR_pocket5,ADRP_pocket1,ADRP_pocket12,ADRP_pocket13,COV_pocket1,COV_pocket2,COV_pocket8,COV_pocket10,NSP9_pocket2,NSP9_pocket7,NSP15_pocket1,ORF7A_pocket2,PLPro_chainA_pocket3,PLPro_chainA_pocket23,PLPro_pocket6,PLPro_pocket50
CC(CNC(=O)CSc1nnc(n1c1cccc(c1)C)c1c[nH]c2c1cccc2)C,-6.24,-10.42,-9.7,-6.17,-6.3,-7.96,-2.59,-2.45,-8.74,-8.44,-8.14,-7.66,-8.79,-5.79,-6.49,-8.32,-9.14,-9.58
Cc1cc2nnc(n2c2c1cccc2)Sc1ncnc2c1c1CCCCc1s2,-6.7,-9.5,-9.46,-6.01,-6.3,-8.21,-3.98,-3.98,-8.02,-8.33,-8.32,-8.01,-9.32,-6.24,-6.91,-10.09,-9.09,-11.4
O=C(NCc1cccc(c1)OCC(F)(F)F)CNC(=O)C1CC1C,-4.03,-7.22,-6.97,-4.16,-3.93,-5.85,-1.24,-1.42,-5.74,-5.01,-6.14,-5.7,-5.43,-4.63,-4.35,-6.96,-5.78,-7.33
COc1ccc(c2c1cccc2)C(=O)N1CCC(CC1)C(=O)Nc1cccc(c1)F,-5.37,-10.59,-9.81,-6.4,-6.34,-8.71,-3.57,-3.29,-7.65,-8.09,-9.5,-7.85,-8.2,-6.46,-5.96,-8.77,-8.97,-10.09
Cc1c(C)c(C)c(c(c1C)S(=O)(=O)N1CCN(CC1)Cc1nnc2n1CCCCC2)C,-5.93,-10.77,-10.77,-6.38,-6.41,-9.02,-3.56,-3.56,-7.89,-7.45,-8.52,-7.32,-9.24,-6.34,-6.02,-8.97,-8.74,-10.74
CC(c1ccc(cc1)S(=O)(=O)Nc1cccc(c1)S(=O)(=O)NC1=NCCC1)C,-5.92,-10.9,-10.73,-5.93,-6.19,-8.96,-2.76,-2.64,-8.44,-7.77,-7.89,-7.8,-9.47,-5.64,-5.52,-8.23,-8.24,-9.56
COc1ccc(cc1C(=O)Cn1ncc(c(c1=O)Cl)Cl)F,-4.92,-7.83,-7.69,-4.8,-4.53,-6.32,-2.51,-2.59,-5.83,-6.18,-6.88,-5.71,-5.97,-4.85,-5.05,-7.0,-7.09,-7.45
Fc1cccc(c1)C1OCCN(C1)C(=O)CCOCC(F)(F)F,-4.14,-6.64,-6.62,-4.38,-4.27,-5.51,-1.64,-1.69,-5.09,-5.23,-5.74,-5.05,-6.1,-3.9,-4.05,-6.36,-6.16,-6.22
CN(Cc1ccc(cc1)C(F)(F)F)CC(=O)Nc1nncs1,-4.9,-6.99,-6.99,-4.82,-4.82,-5.69,-2.26,-2.23,-6.41,-4.92,-5.43,-4.58,-6.21,-4.35,-4.15,-6.76,-6.54,-7.61
O=C(CN(C(C)C)Cc1cnn(c1)C)NC(=O)N,-4.5,-6.02,-5.74,-4.05,-4.0,-5.37,-1.86,-1.81,-5.0,-4.94,-4.39,-4.75,-6.03,-4.33,-3.84,-6.57,-5.7,-6.83
