SMILES,3CLPro_pocket1,ADRP-ADPR_pocket1,ADRP-ADPR_pocket5,ADRP_pocket1,ADRP_pocket12,ADRP_pocket13,COV_pocket1,COV_pocket2,COV_pocket8,COV_pocket10,NSP9_pocket2,NSP9_pocket7,NSP15_pocket1,ORF7A_pocket2,PLPro_chainA_pocket3,PLPro_chainA_pocket23,PLPro_pocket6,PLPro_pocket50
Clc1cccc(c1)S(=O)(=O)N1CCN(CC1)C(C(=O)N1CCCCC1)C,-8.63,-9.16,-9.61,-5.58,-5.46,-7.52,-2.87,-2.84,-7.32,-6.66,-8.11,-7.83,-8.04,-5.55,-5.84,-8.59,-8.67,-8.72
O=C(C1CCN(CC1)C(=O)c1ccc(cc1)Cl)Nc1ccc2c(c1)sc(n2)C,-5.68,-8.84,-9.04,-6.32,-6.76,-8.41,-3.56,-3.76,-8.44,-7.12,-8.64,-8.13,-8.28,-5.42,-6.7,-8.18,-8.7,-9.99
CC(CC(=O)Nc1ccc(cc1)C1=Nn2c(SC1)nc(c2)c1ccccc1)C,-8.82,-9.58,-9.29,-6.05,-5.99,-8.93,-2.35,-2.17,-7.81,-8.02,-6.87,-6.96,-7.35,-5.22,-6.0,-8.68,-7.82,-10.18
O=C(CSc1nc2ccccc2c(=O)n1c1cccc(c1)C)NCc1ccc2c(c1)OCO2,-5.75,-10.23,-10.2,-6.89,-6.71,-8.54,-2.76,-2.43,-7.55,-7.57,-7.98,-7.23,-8.25,-5.24,-6.55,-9.62,-9.14,-10.67
O=C(CNC(=O)c1ccc(cc1)C)NCCCN1CCc2c(C1)cccc2,-5.79,-9.02,-9.06,-5.68,-5.49,-7.75,-3.34,-2.75,-6.44,-7.63,-7.85,-7.03,-7.76,-6.04,-5.46,-8.14,-7.27,-8.85
CCSc1nnc(n1c1ccccc1)C1CC1,-4.71,-6.63,-6.65,-4.4,-4.28,-5.39,-2.86,-2.76,-5.55,-5.9,-6.3,-5.12,-5.66,-3.87,-5.55,-6.96,-7.38,-7.66
O=C(c1c(C)onc1c1ccccc1)NCCc1nc2c([nH]1)cccc2,-6.29,-8.85,-9.06,-6.22,-6.02,-8.31,-3.11,-2.7,-7.38,-7.37,-8.23,-7.61,-8.74,-5.27,-7.27,-8.88,-8.25,-9.49
COc1ccc(cc1)C1(CCOCC1)c1nnc(o1)C1CC1C,-5.51,-8.15,-8.12,-5.23,-5.32,-7.22,-3.04,-3.04,-6.68,-7.77,-7.13,-7.43,-7.29,-5.52,-5.44,-7.42,-7.38,-8.5
Fc1ccc(cc1)S(=O)(=O)N1CCN(CC1)c1cc(Cl)ccc1Cl,-5.5,-9.22,-9.22,-5.47,-5.33,-7.47,-3.1,-2.79,-6.99,-7.06,-7.22,-7.15,-7.07,-4.8,-5.51,-8.52,-7.48,-9.19
O=C(Nc1ccc(cc1F)C)CCC(=O)N1CCC(=N1)c1ccccc1,-5.16,-8.94,-9.07,-5.89,-5.46,-7.5,-2.71,-3.08,-6.84,-7.27,-7.47,-7.12,-8.09,-5.28,-5.88,-8.74,-8.27,-9.15
Cc1ccc(c(c1)C)C(=O)CSc1nc2c(o1)cccc2,-4.99,-9.2,-9.09,-5.51,-5.5,-7.19,-3.04,-3.07,-6.91,-6.63,-6.96,-6.43,-7.01,-5.32,-6.19,-8.39,-7.89,-8.84
O=S(=O)(c1ccccc1C(C)(C)C)NCc1cscn1,-4.86,-7.44,-7.21,-5.45,-4.77,-6.67,-2.32,-2.73,-6.39,-6.0,-6.68,-6.35,-6.58,-5.18,-4.62,-7.41,-7.06,-6.62
O=C(N(CCCn1cncc1)C)Nc1ccc(c(c1)C)Oc1cccnc1,-7.4,-9.74,-9.31,-5.0,-4.91,-7.56,-2.23,-2.19,-7.44,-7.02,-6.81,-7.05,-7.38,-4.82,-5.2,-7.59,-7.02,-8.52
CCOc1ccccc1NC(=O)CN(Cc1ccccc1Cl)C,-7.64,-7.21,-7.35,-4.93,-4.94,-6.03,-1.95,-1.87,-5.84,-5.47,-5.48,-5.24,-7.32,-4.84,-4.98,-7.73,-7.23,-9.73
O=C(N1CCCC1)CNC(=O)c1oc2c(c1C)C(=O)CC(C2)(C)C,-5.16,-9.21,-9.2,-5.91,-6.14,-7.88,-3.27,-3.13,-6.96,-7.24,-7.57,-7.06,-7.71,-5.59,-5.86,-8.86,-8.3,-9.5
CCN(C(=O)c1cc2c(s1)ccc(c2)[N+](=O)[O-])CC,-4.15,-7.99,-7.97,-5.2,-5.17,-6.51,-3.01,-2.95,-7.22,-8.5,-6.74,-8.03,-7.45,-4.73,-5.51,-6.95,-6.93,-8.04
COc1cc(ccc1OCC(=O)NCC(c1ccc(cc1)F)N1CCOCC1)C(=O)C,-4.7,-8.33,-8.47,-4.98,-5.08,-6.68,-1.77,-1.85,-6.29,-6.16,-5.26,-6.16,-7.49,-4.61,-4.78,-7.72,-6.87,-8.14
O=C(Nc1nccs1)COc1ccc(cc1)c1ccccc1,-7.53,-8.72,-8.79,-5.74,-5.7,-6.98,-2.76,-2.86,-7.21,-6.59,-6.93,-6.77,-7.45,-4.8,-5.64,-7.91,-7.38,-8.36
Fc1ccc(cc1)c1noc(n1)Cn1nc(c(c1C)[N+](=O)[O-])C,-5.07,-9.11,-9.13,-6.14,-6.17,-7.36,-3.06,-3.19,-6.74,-8.46,-8.79,-8.25,-6.96,-5.19,-6.34,-7.74,-7.71,-8.29
COCC(n1c(C)cc(c1C)C(=O)CSc1nnc(s1)Nc1ccc(cc1)C)C,-4.65,-10.22,-9.78,-4.87,-5.13,-8.13,-2.03,-2.34,-7.08,-7.55,-6.98,-6.8,-7.25,-4.29,-4.59,-7.48,-7.43,-9.34
COc1ccc(cc1OC)CNC(C(=O)Nc1cc(Cl)cc(c1)Cl)c1ccccc1,-5.48,-9.03,-8.94,-6.04,-6.16,-7.01,-2.74,-2.9,-6.73,-6.68,-6.76,-6.66,-7.84,-5.52,-5.56,-9.68,-8.49,-10.81
Fc1ccc(cc1)CNCc1c[nH]nc1c1cccs1,-4.7,-6.87,-6.84,-4.88,-5.18,-5.85,-2.7,-2.75,-5.51,-5.67,-5.87,-4.9,-7.11,-4.96,-4.78,-8.11,-7.08,-8.85
OC(=O)c1c(oc(c1C(=O)O)c1ccccc1)c1ccccc1,-3.42,-7.47,-7.51,-5.58,-5.44,-6.56,-2.98,-2.98,-5.36,-9.81,-8.35,-9.04,-6.24,-5.18,-3.95,-6.53,-7.6,-8.79
O=C(N(Cc1ccc2c(c1)OCCO2)C)CSc1nnc(n1Cc1ccccc1)C1CC1,-4.98,-9.92,-9.98,-5.8,-5.93,-7.87,-2.01,-2.42,-7.13,-7.69,-7.04,-7.66,-8.05,-5.57,-5.47,-8.05,-7.18,-9.19
CCC1(C(=O)NC(=O)NC1=O)C1=CCCCCC1,-5.15,-7.28,-7.11,-5.12,-5.26,-6.33,-2.71,-2.73,-5.74,-6.08,-6.38,-6.53,-6.86,-4.45,-4.32,-6.39,-6.98,-7.35
COCC(NS(=O)(=O)c1ccc(cc1)NC(=O)c1cc(Br)ccc1Cl)C,-5.39,-10.34,-9.97,-5.34,-5.51,-8.22,-2.42,-2.44,-7.03,-7.86,-7.84,-7.44,-7.79,-5.43,-5.28,-8.43,-6.9,-8.98
CCN1CCCC1C1CCCN1C(=O)C1CC1c1ccccc1OC,-5.36,-8.16,-8.33,-5.52,-5.5,-7.61,-2.48,-2.38,-6.43,-6.6,-5.92,-6.21,-7.32,-4.74,-5.59,-8.37,-7.86,-8.18
CCN(c1ccc(cn1)CNC(=O)C(n1cncn1)C)CC,-3.89,-7.08,-7.12,-4.6,-4.47,-5.99,-1.57,-1.63,-5.51,-5.63,-5.68,-5.59,-5.58,-3.72,-4.69,-6.65,-5.8,-7.17
OCC1CCCN(C1)C(=O)NCC(Cc1cccs1)C,-5.44,-7.22,-7.36,-5.0,-4.59,-6.82,-2.07,-2.29,-6.39,-5.58,-6.42,-5.69,-6.53,-4.58,-4.37,-6.83,-7.52,-8.09
O=C(c1ccc(cc1)c1ccccc1)CCC(=O)NCC(N1CCOCC1)(C)C,-6.03,-9.21,-8.96,-4.95,-5.05,-8.24,-2.26,-2.37,-7.18,-7.08,-6.39,-5.93,-7.71,-4.84,-4.28,-7.63,-7.27,-9.11
O=C(Nc1ccc(cc1)C(=O)Nc1ccc(cc1)c1nccs1)CSc1nnnn1C,-4.96,-10.09,-9.94,-6.15,-6.08,-9.44,-2.4,-2.57,-8.43,-8.3,-7.09,-7.49,-8.24,-4.71,-6.22,-9.04,-7.33,-11.21
O=C(N(C1CCC1)Cc1ccccc1F)NCCc1cccnc1,-5.19,-8.03,-7.8,-5.0,-5.29,-6.83,-2.25,-2.52,-6.72,-6.07,-7.33,-5.79,-6.47,-4.77,-5.53,-7.36,-6.93,-7.75
Fc1ccc(cc1)CCNC(=O)CN(S(=O)(=O)c1ccc(cc1)F)C,-4.36,-8.69,-8.28,-4.26,-4.25,-6.67,-2.01,-1.91,-5.81,-6.31,-6.81,-6.35,-5.93,-4.71,-4.28,-7.04,-6.84,-7.7
